0.000000000000000000e+00 -8.494903110462609375e-02 4.100078200920397736e-02 -2.039527102623682475e-02 2.661178715168021139e-02 6.178518450395738965e-03 9.139874369320991412e-03 2.777151316982630954e-03 1.958814892306530876e-03 -6.942223296375446724e-04
1.000000000000000056e-01 -4.380019686637637993e-02 5.013669660862963423e-03 -4.437781778672891808e-04 4.256009855900107566e-03 -8.172337958435405697e-03 -1.107936170071674616e-02 -1.267544173303246542e-02 -9.181890255221852176e-03 -8.949899665795169740e-03
2.000000000000000111e-01 3.369000465792289234e-02 2.271877915233436532e-02 1.146414552693324901e-02 -2.706504105497398865e-02 -7.525058272662824010e-03 -2.399645273010862084e-02 -1.503778853336266118e-02 -1.452032013437844216e-02 -1.667200469454813497e-02
3.000000000000000444e-01 9.366786876205887569e-03 5.091363873799762546e-02 2.073374712275682236e-03 -4.172304852250276197e-02 3.484118309627533272e-04 -2.516085233840064175e-02 -1.338868376399489704e-02 -1.679103975559012238e-02 -1.754776905455298491e-02
4.000000000000000222e-01 1.771128845865384618e-02 2.307840082278237240e-02 9.163932549773535358e-03 1.036330341443191666e-03 -3.684472193821650143e-02 -3.690798070408537329e-02 -1.827544989755513702e-02 -2.267404114927795353e-02 -1.917589704941366491e-02
5.000000000000000000e-01 -4.397467707967529088e-02 4.820073545937850201e-02 1.022671307463759657e-02 -1.811877368024961826e-02 -2.926095577155401334e-02 -1.955866392211937782e-02 -2.035381872182812080e-02 -2.145003030556376020e-02 -2.191932346084761105e-02
6.000000000000000888e-01 -4.090537196169001521e-02 -8.252111576453373398e-02 -3.321917474192366548e-04 -4.957726314711373428e-02 -1.529674039473844643e-02 -1.323019206884855012e-02 -1.473028160186681812e-02 -1.662017648786349305e-02 -1.805843195269548132e-02
7.000000000000000666e-01 -9.825674424434593934e-02 -5.513226432714598418e-02 9.586130388335580704e-03 -2.607828258074679217e-02 -5.647428121469972445e-04 -4.127796002639999746e-03 -1.145230259500986010e-02 -1.070488924014500326e-02 -1.164828440725401704e-02
8.000000000000000444e-01 -8.773339872774417458e-02 1.047386229941637131e-01 -2.636970626430808554e-02 -2.995075031472146584e-02 -8.770034984737034439e-03 -2.980429668580584709e-03 -4.700791863177383907e-03 -5.045054962811032495e-03 -4.491068685912797016e-03
9.000000000000000222e-01 -1.462129110888860106e-03 -8.984461930511718208e-02 -2.565562386517218282e-02 1.402547986121465556e-02 -3.739589222752108186e-03 -2.200050914365279074e-03 3.213245127249131795e-03 5.042316293439313458e-03 4.101183629441997221e-03
